video_id,frame_idx,n_poses_detected,s_official,gt_label,tier_blind,tier_uncert,tier_sample,candidate,queried,routed_reason
01_0014,38,2,1.479025562634144,0,False,True,False,True,False,
01_0014,39,2,1.483546605208617,0,False,True,False,True,False,
01_0014,40,2,1.4879741061656817,0,False,True,False,True,False,
01_0014,41,2,1.4923316793766812,0,False,True,False,True,False,
01_0014,42,2,1.4966348360618107,0,False,True,False,True,False,
01_0014,43,2,1.500892406545736,0,False,True,False,True,False,
01_0014,44,2,1.5051078212809825,0,False,True,False,True,False,
01_0014,45,2,1.5092802397261904,0,False,True,False,True,False,
01_0014,46,2,1.5134055290704844,0,False,True,False,True,False,
01_0014,47,2,1.5174771034438075,0,False,True,False,True,False,
01_0014,48,2,1.5214866389164599,0,False,True,False,True,False,
01_0014,49,2,1.5254246812624508,0,False,True,False,True,False,
01_0014,50,2,1.5292811631693313,0,False,True,True,True,False,
01_0014,51,2,1.533045846233228,0,False,True,False,True,False,
01_0014,52,2,1.536708701370354,0,False,True,False,True,False,
01_0014,53,2,1.5402602396191316,0,False,True,False,True,False,
01_0014,54,2,1.5436918038408176,0,False,True,False,True,False,
01_0014,55,2,1.5469958304661329,0,False,True,False,True,False,
01_0014,56,2,1.5501660889522564,0,False,True,False,True,False,
01_0014,57,2,1.5531979047368494,0,False,True,False,True,False,
01_0014,58,2,1.556088368990488,0,False,True,False,True,False,
01_0014,59,2,1.5588365353073257,0,False,True,False,True,False,
01_0014,60,2,1.5614435997675828,0,False,True,False,True,False,
01_0014,61,2,1.5639130569021489,0,False,True,False,True,False,
01_0014,62,2,1.5662508205253722,0,False,True,False,True,False,
01_0014,63,2,1.568465295834319,0,False,True,False,True,False,
01_0014,64,2,1.57056738828236,0,False,True,False,True,False,
01_0014,65,2,1.5725704361137354,0,False,True,False,True,False,
01_0014,66,2,1.5744900574863756,0,False,True,False,True,False,
01_0014,67,2,1.5763439099163614,0,False,True,False,True,False,
01_0014,68,2,1.578151369108715,0,False,True,False,True,False,
01_0014,69,2,1.5799331455009624,0,False,True,False,True,False,
01_0014,70,2,1.581710869123951,0,False,True,False,True,False,
01_0014,71,2,1.5835066855211852,0,False,True,False,True,False,
01_0014,72,2,1.5853429161663217,0,False,True,False,True,True,uncertain
01_0014,73,2,1.5872418447581274,0,False,True,False,True,False,
01_0014,74,2,1.5892256947210996,0,False,True,False,True,False,
01_0014,75,2,1.591316862146439,0,False,True,False,True,False,
01_0014,76,2,1.5935384614658756,0,False,True,False,True,False,
01_0014,77,2,1.5959152278357853,0,False,True,False,True,False,
01_0014,78,2,1.5984748002952838,0,False,True,False,True,False,
01_0014,79,2,1.601249383332923,0,False,True,False,True,False,
01_0014,80,2,1.604277751966532,0,False,True,False,True,False,
01_0014,81,2,1.607607527604321,0,False,True,False,True,False,
01_0014,82,2,1.611297610071916,0,False,True,False,True,False,
01_0014,83,2,1.6154206070994468,0,False,True,False,True,False,
01_0014,84,2,1.6200650588125973,0,False,True,False,True,False,
01_0014,85,2,1.6253372147193992,0,False,True,False,True,False,
01_0014,86,2,1.6313620885288345,0,False,True,False,True,False,
01_0014,87,2,1.6382834968207969,0,False,True,False,True,False,
01_0014,88,2,1.646262786527005,0,False,True,False,True,False,
01_0014,89,2,1.65547597879693,0,False,True,False,True,False,
01_0014,90,2,1.666109107853345,0,False,True,False,True,False,
01_0014,91,2,1.6783516161158811,0,False,True,False,True,False,
01_0014,92,2,1.6923877819881277,0,False,True,False,True,False,
01_0014,93,2,1.7083863017778838,0,False,True,False,True,False,
01_0014,94,2,1.7264883158289703,0,False,True,False,True,False,
01_0014,95,2,1.7467943504535821,0,False,True,False,True,False,
01_0014,96,2,1.7693508270653728,0,False,True,False,True,False,
01_0014,97,2,1.7941369503083455,0,False,True,False,True,False,
01_0014,98,2,1.8210529085969462,0,False,True,False,True,False,
01_0014,99,2,1.8499103843407463,0,False,True,False,True,False,
01_0014,100,2,1.8804263609652179,0,False,True,True,True,False,
01_0014,101,2,1.9122211185606202,0,False,True,False,True,False,
01_0014,102,2,1.944821125817202,0,False,True,False,True,False,
01_0014,103,2,1.9776672679243044,0,False,True,False,True,False,
01_0014,104,2,2.0101285128943416,0,False,True,False,True,False,
01_0014,105,2,2.041520735861938,0,False,True,False,True,False,
01_0014,106,2,2.0711300231117415,0,False,True,False,True,False,
01_0014,107,2,2.098239400190388,0,False,True,False,True,False,
01_0014,108,2,2.1221576076254505,0,False,True,False,True,False,
01_0014,109,3,2.1422483165740913,0,False,True,False,True,False,
01_0014,110,3,2.157958061261019,0,False,True,False,True,False,
01_0014,111,3,2.1688411812531934,0,False,True,False,True,False,
01_0014,112,4,2.1745802180401013,0,False,True,False,True,False,
01_0014,113,4,2.1750004875554416,0,False,True,False,True,False,
01_0014,114,3,2.1700779314194185,0,False,True,False,True,False,
01_0014,115,4,2.1599398029849772,0,False,True,False,True,False,
01_0014,116,4,2.1448582312735884,0,False,True,False,True,False,
01_0014,117,4,2.1252371856032,0,False,True,False,True,False,
01_0014,118,4,2.1015937969626495,0,False,True,False,True,False,
01_0014,119,4,2.0745353455771167,0,False,True,False,True,False,
01_0014,120,4,2.0447334731848508,0,False,True,False,True,False,
01_0014,121,4,2.0128973097814127,0,False,True,False,True,False,
01_0014,122,4,1.9797472160162402,0,False,True,False,True,False,
01_0014,123,4,1.9459907429091454,0,False,True,False,True,False,
01_0014,124,4,1.9123022178666613,0,False,True,False,True,False,
01_0014,125,4,1.8793071040114984,0,False,True,False,True,False,
01_0014,126,4,1.8475719753125879,0,False,True,False,True,False,
01_0014,127,4,1.8176006291141955,0,False,True,False,True,False,
01_0014,128,4,1.7898365430704382,0,False,True,False,True,False,
01_0014,129,4,1.7646715919931215,0,False,True,False,True,False,
01_0014,130,4,1.742460681256859,0,False,True,False,True,False,
01_0014,131,4,1.7235417291420405,0,False,True,False,True,False,
01_0014,132,4,1.7082602360033297,0,False,True,False,True,True,uncertain
01_0014,133,4,1.6969975035867186,0,False,True,False,True,False,
01_0014,134,4,1.6902014009202495,0,False,True,False,True,False,
01_0014,135,4,1.6884184024048325,0,False,True,False,True,False,
01_0014,136,4,1.6923254414295137,0,False,True,False,True,False,
01_0014,137,4,1.7027599284068786,0,False,True,False,True,False,
01_0014,138,4,1.7207460842470386,0,False,True,False,True,False,
01_0014,139,4,1.7475155581528432,0,False,True,False,True,False,
01_0014,140,4,1.7845201616721202,0,False,True,False,True,False,
01_0014,141,4,1.8334344969361573,0,False,True,False,True,False,
01_0014,142,4,1.8961463282915036,0,False,True,False,True,False,
01_0014,143,4,1.9747327847300826,0,False,True,False,True,False,
01_0014,144,4,2.0714209200969482,0,False,True,False,True,False,
01_0014,145,4,2.188531819318732,0,False,True,False,True,False,
01_0014,146,4,2.3284083214490714,0,False,True,False,True,False,
01_0014,147,4,2.4933275078995356,0,False,False,False,False,False,
01_0014,148,4,2.6854003219444973,0,False,False,False,False,False,
01_0014,149,4,2.906461960542543,0,False,False,False,False,False,
01_0014,150,4,3.1579579051356115,0,False,False,True,True,False,
01_0014,151,4,3.440831512431283,0,False,False,False,False,False,
01_0014,152,4,3.7554198436360773,0,False,False,False,False,False,
01_0014,153,4,4.101364755959814,0,False,False,False,False,False,
01_0014,154,4,4.47754612342852,1,False,False,False,False,False,
01_0014,155,4,4.882043344007106,1,False,False,False,False,False,
01_0014,156,4,5.312130025125135,1,False,False,False,False,False,
01_0014,157,4,5.764304973526138,1,False,False,False,False,False,
01_0014,158,4,6.2343604563492665,1,False,False,False,False,False,
01_0014,159,4,6.717486304712225,1,False,False,False,False,False,
01_0014,160,4,7.208405989515359,1,False,False,False,False,False,
01_0014,161,5,7.70153851873122,1,False,False,False,False,False,
01_0014,162,5,8.19117808824987,1,False,False,False,False,False,
01_0014,163,5,8.671682040279416,1,False,False,False,False,False,
01_0014,164,5,9.137656974776366,1,False,False,False,False,False,
01_0014,165,5,9.584132891005819,1,False,False,False,False,False,
01_0014,166,5,10.00671601109214,1,False,False,False,False,False,
01_0014,167,5,10.401712390394891,1,False,False,False,False,False,
01_0014,168,5,10.766216425071706,1,False,False,False,False,False,
01_0014,169,5,11.098160752469944,1,False,False,False,False,False,
01_0014,170,5,11.396326603297148,1,False,False,False,False,False,
01_0014,171,5,11.660316195720275,1,False,False,False,False,False,
01_0014,172,5,11.890491062433512,1,False,False,False,False,False,
01_0014,173,5,12.087882103950397,1,False,False,False,False,False,
01_0014,174,5,12.254078540061098,1,False,False,False,False,False,
01_0014,175,5,12.391103713506029,1,False,False,False,False,False,
01_0014,176,5,12.501285866794543,1,False,False,False,False,False,
01_0014,177,5,12.587131597622081,1,False,False,False,False,False,
01_0014,178,5,12.651208777560248,1,False,False,False,False,False,
01_0014,179,5,12.696044403204578,1,False,False,False,False,False,
01_0014,180,5,12.72404127045558,1,False,False,False,False,False,
01_0014,181,5,12.737415661012012,1,False,False,False,False,False,
01_0014,182,5,12.738156541606397,1,False,False,False,False,False,
01_0014,183,5,12.728005223075769,1,False,False,False,False,False,
01_0014,184,5,12.70845310815339,1,False,False,False,False,False,
01_0014,185,5,12.680754146885794,1,False,False,False,False,False,
01_0014,186,5,12.645947960258134,1,False,False,False,False,False,
01_0014,187,5,12.604889299908121,1,False,False,False,False,False,
01_0014,188,5,12.558279571465704,1,False,False,False,False,False,
01_0014,189,5,12.506696524545362,1,False,False,False,False,False,
01_0014,190,5,12.450618849071153,1,False,False,False,False,False,
01_0014,191,5,12.390443248381285,1,False,False,False,False,False,
01_0014,192,5,12.326492510901348,1,False,False,False,False,False,
01_0014,193,5,12.25901409964716,1,False,False,False,False,False,
01_0014,194,5,12.188169751956035,1,False,False,False,False,False,
01_0014,195,5,12.11401746811488,1,False,False,False,False,False,
01_0014,196,5,12.036488015186645,1,False,False,False,False,False,
01_0014,197,5,11.955358642027088,1,False,False,False,False,False,
01_0014,198,5,11.870227066998883,1,False,False,False,False,False,
01_0014,199,5,11.780488947769557,1,False,False,False,False,False,
01_0014,200,5,11.685321971139238,1,False,False,True,True,True,sample
01_0014,201,5,11.583679418765213,1,False,False,False,False,False,
01_0014,202,5,11.474295589424635,1,False,False,False,False,False,
01_0014,203,5,11.355704814935876,1,False,False,False,False,False,
01_0014,204,5,11.226275026085897,1,False,False,False,False,False,
01_0014,205,5,11.084255943316144,1,False,False,False,False,False,
01_0014,206,5,10.92784102584452,1,False,False,False,False,False,
01_0014,207,5,10.755241358293192,1,False,False,False,False,False,
01_0014,208,5,10.564768735901877,1,False,False,False,False,False,
01_0014,209,5,10.35492438156225,1,False,False,False,False,False,
01_0014,210,5,10.124489045533565,1,False,False,False,False,False,
01_0014,211,5,9.872609756312482,1,False,False,False,False,False,
01_0014,212,4,9.598878258739871,1,False,False,False,False,False,
01_0014,213,4,9.303396233837038,1,False,False,False,False,False,
01_0014,214,4,8.986822770381135,1,False,False,False,False,False,
01_0014,215,4,8.650400257424426,1,False,False,False,False,False,
01_0014,216,4,8.295955872295753,1,False,False,False,False,False,
01_0014,217,4,7.925877105849115,1,False,False,False,False,False,
01_0014,218,4,7.5430612248661015,1,False,False,False,False,False,
01_0014,219,4,7.150840125971875,1,False,False,False,False,False,
01_0014,220,4,6.752883574336852,1,False,False,False,False,False,
01_0014,221,4,6.353085224012152,1,False,False,False,False,False,
01_0014,222,3,5.9554369686159685,1,False,False,False,False,False,
01_0014,223,3,5.563897970451173,1,False,False,False,False,False,
01_0014,224,3,5.182265089138791,1,False,False,False,False,False,
01_0014,225,3,4.814051339610367,1,False,False,False,False,False,
01_0014,226,3,4.462378457207088,1,False,False,False,False,False,
01_0014,227,3,4.129888680063855,1,False,False,False,False,False,
01_0014,228,3,3.8186795591096274,1,False,False,False,False,False,
01_0014,229,3,3.530264086284733,1,False,False,False,False,False,
01_0014,230,3,3.265556821540358,0,False,False,False,False,False,
01_0014,231,3,3.0248851317663275,0,False,False,False,False,False,
01_0014,232,3,2.8080232523802375,0,False,False,False,False,False,
01_0014,233,3,2.6142457446349967,0,False,False,False,False,False,
01_0014,234,3,2.4423961169327453,0,False,False,False,False,False,
01_0014,235,3,2.2909659384743972,0,False,True,False,True,False,
01_0014,236,3,2.158179693894582,0,False,True,False,True,False,
01_0014,237,3,2.042080871229002,0,False,True,False,True,False,
01_0014,238,3,1.9406152807886508,0,False,True,False,True,False,
01_0014,239,3,1.851708292016939,0,False,True,False,True,False,
01_0014,240,3,1.773333466722581,0,False,True,False,True,False,
01_0014,241,3,1.7035708820472815,0,False,True,False,True,False,
01_0014,242,3,1.6406542089171485,0,False,True,False,True,False,
01_0014,243,3,1.583006292301814,0,False,True,False,True,False,
01_0014,244,3,1.5292635382616901,0,False,True,False,True,False,
01_0014,245,3,1.4782898379249758,0,False,True,False,True,False,
01_0014,246,3,1.4291810543015735,0,False,True,False,True,False,
01_0014,247,3,1.381261279652772,0,False,True,False,True,False,
01_0014,248,3,1.3340721608232422,0,False,True,False,True,False,
01_0014,249,3,1.2873566109760928,0,False,True,False,True,False,
01_0014,250,3,1.2410381997954048,0,False,True,True,True,False,
01_0014,251,3,1.195197456896442,0,False,True,False,True,False,
01_0014,252,3,1.1500462455252267,0,False,True,False,True,False,
01_0014,253,0,1.1059012707222962,0,True,True,False,True,True,blind
01_0014,254,0,1.0631576789353385,0,True,True,False,True,False,
01_0014,255,0,1.0222635834836655,0,True,True,False,True,False,
01_0014,256,0,0.9836962113145294,0,True,True,False,True,False,
01_0014,257,0,0.9479402121508079,0,True,True,False,True,False,
01_0014,258,0,0.9154685056081973,0,True,True,False,True,False,
01_0014,259,0,0.8867258728702921,0,True,True,False,True,False,
01_0014,260,0,0.8621153376971404,0,True,True,False,True,False,
01_0014,261,0,0.8419872391363087,0,True,True,False,True,False,
01_0014,262,0,0.8266307872725036,0,True,True,False,True,False,
01_0014,263,0,0.8162678234065832,0,True,True,False,True,False,
01_0014,264,0,0.8110484828888658,0,True,True,False,True,False,
01_0015,0,0,0.755733899156347,0,True,True,True,True,True,blind
01_0015,1,0,0.7596050977900727,0,True,True,False,True,False,
01_0015,2,0,0.7672834546598497,0,True,True,False,True,False,
01_0015,3,0,0.7786415663635544,0,True,True,False,True,False,
01_0015,4,0,0.7934900982811175,0,True,True,False,True,False,
01_0015,5,0,0.811580110726491,0,True,True,False,True,False,
01_0015,6,0,0.8326064563471719,0,True,True,False,True,False,
01_0015,7,0,0.8562124281685042,0,True,True,False,True,False,
01_0015,8,0,0.8819958023495835,0,True,True,False,True,False,
01_0015,9,0,0.909516348460305,0,True,True,False,True,False,
01_0015,10,0,0.938304779926853,0,True,True,False,True,False,
01_0015,11,0,0.9678729993799408,0,True,True,False,True,False,
01_0015,12,2,0.9977253717385371,0,False,True,False,True,True,uncertain
01_0015,13,3,1.0273706464918921,0,False,True,False,True,False,
01_0015,14,3,1.0563340631777038,0,False,True,False,True,False,
01_0015,15,3,1.0841691210292708,0,False,True,False,True,False,
01_0015,16,2,1.1104684816270778,0,False,True,False,True,False,
01_0015,17,3,1.1348735038473803,0,False,True,False,True,False,
01_0015,18,3,1.1570819804197814,0,False,True,False,True,False,
01_0015,19,2,1.176853747832885,0,False,True,False,True,False,
01_0015,20,3,1.1940139659884892,0,False,True,False,True,False,
01_0015,21,3,1.2084539991096264,0,False,True,False,True,False,
01_0015,22,3,1.220129963027288,0,False,True,False,True,False,
01_0015,23,3,1.2290591253852794,0,False,True,False,True,False,
01_0015,24,3,1.2353144460454943,0,False,True,False,True,False,
01_0015,25,3,1.2390176194651963,0,False,True,False,True,False,
01_0015,26,3,1.2403310265445866,0,False,True,False,True,False,
01_0015,27,3,1.239449020750902,0,False,True,False,True,False,
01_0015,28,3,1.2365889648789283,0,False,True,False,True,False,
01_0015,29,3,1.231982404875004,0,False,True,False,True,False,
01_0015,30,3,1.2258667208386107,0,False,True,False,True,False,
01_0015,31,3,1.2184775378753279,0,False,True,False,True,False,
01_0015,32,3,1.210042115773668,0,False,True,False,True,False,
01_0015,33,3,1.2007738706660962,0,False,True,False,True,False,
01_0015,34,3,1.1908681172164728,0,False,True,False,True,False,
01_0015,35,3,1.1804990589489894,0,False,True,False,True,False,
01_0015,36,3,1.1698179989280215,0,False,True,False,True,False,
01_0015,37,3,1.1589526944605923,0,False,True,False,True,False,
01_0015,38,3,1.1480077388478083,0,False,True,False,True,False,
01_0015,39,3,1.1370658212645754,0,False,True,False,True,False,
01_0015,40,3,1.1261896932124478,0,False,True,False,True,False,
01_0015,41,3,1.115424657048833,0,False,True,False,True,False,
01_0015,42,3,1.1048013889065318,0,False,True,False,True,False,
01_0015,43,3,1.094338914523186,0,False,True,False,True,False,
01_0015,44,3,1.0840475712561137,0,False,True,False,True,False,
01_0015,45,3,1.0739318115173448,0,False,True,False,True,False,
01_0015,46,3,1.0639927302321313,0,False,True,False,True,False,
01_0015,47,3,1.0542302295843264,0,False,True,False,True,False,
01_0015,48,3,1.0446447660029128,0,False,True,False,True,False,
01_0015,49,3,1.0352386548700352,0,False,True,False,True,False,
01_0015,50,3,1.0260169358691473,0,False,True,True,True,False,
01_0015,51,3,1.0169878247667772,0,False,True,False,True,False,
01_0015,52,3,1.0081627948228904,0,False,True,False,True,False,
01_0015,53,3,0.9995563426536597,0,False,True,False,True,False,
01_0015,54,3,0.9911854995080034,0,False,True,False,True,False,
01_0015,55,3,0.9830691503279168,0,False,True,False,True,False,
01_0015,56,3,0.9752272207350265,0,False,True,False,True,False,
01_0015,57,3,0.9676797874649332,0,False,True,False,True,False,
01_0015,58,3,0.9604461619676867,0,False,True,False,True,False,
01_0015,59,3,0.9535439909254264,0,False,True,False,True,False,
01_0015,60,3,0.9469884120138315,0,False,True,False,True,False,
01_0015,61,3,0.9407912986857697,0,False,True,False,True,False,
01_0015,62,3,0.934960624041003,0,False,True,False,True,False,
01_0015,63,3,0.9294999706033067,0,False,True,False,True,False,
01_0015,64,3,0.9244082094784389,0,False,True,False,True,False,
01_0015,65,3,0.9196793682540476,0,False,True,False,True,False,
01_0015,66,3,0.9153027015296951,0,False,True,False,True,False,
01_0015,67,3,0.9112629707321747,0,False,True,False,True,False,
01_0015,68,3,0.9075409307786737,0,False,True,False,True,False,
01_0015,69,3,0.9041140104566675,0,False,True,False,True,False,
01_0015,70,3,0.9009571617153399,0,False,True,False,True,False,
01_0015,71,3,0.8980438413394733,0,False,True,False,True,False,
01_0015,72,3,0.8953470778421075,0,False,True,False,True,True,uncertain
01_0015,73,3,0.8928405680752138,0,False,True,False,True,False,
01_0015,74,3,0.8904997431380032,0,False,True,False,True,False,
01_0015,75,3,0.88830274253534,0,False,True,False,True,False,
01_0015,76,3,0.8862312397010209,0,False,True,False,True,False,
01_0015,77,3,0.8842710709790763,0,False,True,False,True,False,
01_0015,78,3,0.8824126334697613,0,False,True,False,True,False,
01_0015,79,3,0.880651033830221,0,False,True,False,True,False,
01_0015,80,3,0.8789859888063051,0,False,True,False,True,False,
01_0015,81,3,0.8774214973265858,0,False,True,False,True,False,
01_0015,82,3,0.8759653216758841,0,False,True,False,True,False,
01_0015,83,3,0.8746283299266997,0,False,True,False,True,False,
01_0015,84,3,0.8734237620386582,0,False,True,False,True,False,
01_0015,85,3,0.8723664868314464,0,False,True,False,True,False,
01_0015,86,3,0.8714723158863932,1,False,True,False,True,False,
01_0015,87,3,0.8707574333705668,1,False,True,False,True,False,
01_0015,88,3,0.8702379883740625,1,False,True,False,True,False,
01_0015,89,3,0.8699298796484567,1,False,True,False,True,False,
01_0015,90,3,0.8698487430467666,1,False,True,False,True,False,
01_0015,91,3,0.8700101311517469,1,False,True,False,True,False,
01_0015,92,3,0.8704298543051866,1,False,True,False,True,False,
01_0015,93,3,0.8711244342507753,1,False,True,False,True,False,
01_0015,94,3,0.8721116074569013,1,False,True,False,True,False,
01_0015,95,3,0.8734108062105538,1,False,True,False,True,False,
01_0015,96,3,0.8750435427344976,1,False,True,False,True,False,
01_0015,97,3,0.8770336254179898,1,False,True,False,True,False,
01_0015,98,3,0.8794071468269425,1,False,True,False,True,False,
01_0015,99,3,0.882192200012911,1,False,True,False,True,False,
01_0015,100,3,0.88541830177328,1,False,True,True,True,False,
01_0015,101,3,0.88911552740169,1,False,True,False,True,False,
01_0015,102,3,0.8933133891059217,1,False,True,False,True,False,
01_0015,103,3,0.8980395172842502,1,False,True,False,True,False,
01_0015,104,3,0.9033182276516531,1,False,True,False,True,False,
01_0015,105,3,0.909169075209693,1,False,True,False,True,False,
01_0015,106,3,0.9156055059419239,1,False,True,False,True,False,
01_0015,107,3,0.9226337171272262,1,False,True,False,True,False,
01_0015,108,3,0.9302518263601425,1,False,True,False,True,False,
01_0015,109,3,0.938449427860393,1,False,True,False,True,False,
01_0015,110,3,0.94720758372568,1,False,True,False,True,False,
01_0015,111,3,0.9564992598831296,1,False,True,False,True,False,
01_0015,112,3,0.9662901750903703,1,False,True,False,True,False,
01_0015,113,3,0.9765399906040027,1,False,True,False,True,False,
01_0015,114,3,0.9872037325299449,1,False,True,False,True,False,
01_0015,115,3,0.9982333126273171,1,False,True,False,True,False,
01_0015,116,3,1.0095789999281686,1,False,True,False,True,False,
01_0015,117,3,1.0211906971989286,1,False,True,False,True,False,
01_0015,118,3,1.033018893658348,1,False,True,False,True,False,
01_0015,119,3,1.0450151973723079,1,False,True,False,True,False,
01_0015,120,3,1.057132394538605,1,False,True,False,True,False,
01_0015,121,3,1.069324034163608,1,False,True,False,True,False,
01_0015,122,3,1.081543590118653,1,False,True,False,True,False,
01_0015,123,3,1.093743302534529,1,False,True,False,True,False,
01_0015,124,3,1.1058728414810595,1,False,True,False,True,False,
01_0015,125,3,1.1178779633065346,1,False,True,False,True,False,
01_0015,126,3,1.129699340725824,1,False,True,False,True,False,
01_0015,127,3,1.1412717403872934,1,False,True,False,True,False,
01_0015,128,3,1.152523696801956,1,False,True,False,True,False,
01_0015,129,3,1.1633777916287138,1,False,True,False,True,False,
01_0015,130,3,1.1737515963801164,1,False,True,False,True,False,
01_0015,131,3,1.1835592797268106,1,False,True,False,True,False,
01_0015,132,3,1.1927138233099146,1,False,True,False,True,True,uncertain
01_0015,133,3,1.2011297377603463,1,False,True,False,True,False,
01_0015,134,3,1.2087261282007113,1,False,True,False,True,False,
01_0015,135,3,1.2154299294125461,1,False,True,False,True,False,
01_0015,136,3,1.2211791171391266,1,False,True,False,True,False,
01_0015,137,3,1.225925704093408,1,False,True,False,True,False,
01_0015,138,3,1.2296383460302962,1,False,True,False,True,False,
01_0015,139,3,1.2323044122778457,1,False,True,False,True,False,
01_0015,140,3,1.2339314129916934,1,False,True,False,True,False,
01_0015,141,3,1.234547718152535,1,False,True,False,True,False,
01_0015,142,3,1.2342025469301676,1,False,True,False,True,False,
01_0015,143,3,1.2329652467780923,1,False,True,False,True,False,
01_0015,144,3,1.230923916454982,1,False,True,False,True,False,
01_0015,145,3,1.2281834539531764,1,False,True,False,True,False,
01_0015,146,3,1.2248631279368332,1,False,True,False,True,False,
01_0015,147,3,1.22109377967606,1,False,True,False,True,False,
01_0015,148,3,1.2170147624725671,1,False,True,False,True,False,
01_0015,149,3,1.2127707188365264,1,False,True,False,True,False,
01_0015,150,3,1.208508284352374,1,False,True,True,True,False,
01_0015,151,3,1.2043727936818447,1,False,True,False,True,False,
01_0015,152,3,1.2005050508927855,1,False,True,False,True,False,
01_0015,153,3,1.1970382153781538,1,False,True,False,True,False,
01_0015,154,3,1.194094847617286,1,False,True,False,True,False,
01_0015,155,3,1.191784156789772,1,False,True,False,True,False,
01_0015,156,3,1.1901994948038697,1,False,True,False,True,False,
01_0015,157,3,1.1894161477996446,1,False,True,False,True,False,
01_0015,158,3,1.1894894849796036,1,False,True,False,True,False,
01_0015,159,3,1.1904535334147226,1,False,True,False,True,False,
01_0015,160,3,1.1923200536033685,1,False,True,False,True,False,
01_0015,161,3,1.1950781913222022,1,False,True,False,True,False,
01_0015,162,3,1.1986947743530043,1,False,True,False,True,False,
01_0015,163,3,1.2031153063920392,1,False,True,False,True,False,
01_0015,164,3,1.2082656843238968,1,False,True,False,True,False,
01_0015,165,3,1.214054629854683,1,False,True,False,True,False,
01_0015,166,3,1.22037678441957,1,False,True,False,True,False,
01_0015,167,3,1.2271163707493833,1,False,True,False,True,False,
01_0015,168,3,1.2341512799098417,1,False,True,False,True,False,
01_0015,169,3,1.241357403915231,1,False,True,False,True,False,
01_0015,170,3,1.2486130059588756,1,False,True,False,True,False,
01_0015,171,4,1.2558029069398056,1,False,True,False,True,False,
01_0015,172,4,1.262822270996648,1,False,True,False,True,False,
01_0015,173,3,1.2695797950777103,1,False,True,False,True,False,
01_0015,174,4,1.2760001470192448,1,False,True,False,True,False,
01_0015,175,4,1.2820255499756859,1,False,True,False,True,False,
01_0015,176,4,1.2876164734102347,1,False,True,False,True,False,
01_0015,177,4,1.29275145608009,1,False,True,False,True,False,
01_0015,178,4,1.297426147937141,1,False,True,False,True,False,
01_0015,179,4,1.3016517093523143,1,False,True,False,True,False,
01_0015,180,4,1.3054527424235562,1,False,True,False,True,False,
01_0015,181,4,1.3088649469740652,1,False,True,False,True,False,
01_0015,182,4,1.3119326919993786,1,False,True,False,True,False,
01_0015,183,4,1.3147066728957444,1,False,True,False,True,False,
01_0015,184,4,1.317241789042845,1,False,True,False,True,False,
01_0015,185,4,1.319595330143366,1,False,True,False,True,False,
